,mlb_name,pitch_type,quality,ball_pct,strike_pct,foul_pct,in_play_pct,pitch_count,avg_qual,pitch_name
423899,Dario Alvarez,SL,0.2505128205128205,0.4,0.38974358974358975,0.07179487179487179,0.13846153846153847,195.0,0.20810453817692648,Slider
424216,Austin Bibens-Dirkx,FF,0.04106770833333307,0.4036458333333333,0.23697916666666666,0.15625,0.203125,384.0,0.1603646846323446,Four-seam Fastball
424219,Austin Bibens-Dirkx,SL,0.13087976539589422,0.3812316715542522,0.2727272727272727,0.16422287390029325,0.18181818181818182,341.0,0.20810453817692648,Slider
424225,Austin Bibens-Dirkx,CH,0.033575129533678784,0.41968911917098445,0.22279792746113988,0.12435233160621761,0.23316062176165803,193.0,0.12765397399004674,Changeup
424226,Austin Bibens-Dirkx,FT,0.010000000000000033,0.4406779661016949,0.1864406779661017,0.1864406779661017,0.1864406779661017,118.0,0.09296613721316117,Two-seam Fastball
424233,Austin Bibens-Dirkx,CU,0.07927272727272726,0.38181818181818183,0.24848484848484848,0.15151515151515152,0.21818181818181817,165.0,0.17778582610313318,Curveball
425417,Ubaldo Jimenez,FT,0.10053821313240165,0.35522066738428415,0.2917115177610334,0.1496232508073197,0.20344456404736275,929.0,0.09296613721316117,Two-seam Fastball
425419,Ubaldo Jimenez,FF,0.10235908141962397,0.44467640918580376,0.23799582463465555,0.1837160751565762,0.1336116910229645,479.0,0.1603646846323446,Four-seam Fastball
425425,Ubaldo Jimenez,SL,0.15066797642436222,0.43222003929273084,0.29469548133595286,0.13948919449901767,0.13359528487229863,509.0,0.20810453817692648,Slider
425441,Ubaldo Jimenez,FC,-0.09679999999999994,0.76,0.08,0.12,0.04,25.0,0.1565383301837312,Cutter
425442,Ubaldo Jimenez,FS,0.1377495107632092,0.34637964774951074,0.2563600782778865,0.18786692759295498,0.20939334637964774,511.0,0.16232061961128993,Sinking Fastball
425461,Ubaldo Jimenez,CU,0.1796330275229357,0.44954128440366975,0.3486238532110092,0.10091743119266056,0.10091743119266056,109.0,0.17778582610313318,Curveball
427979,Chad Green,FF,0.3362935779816473,0.3275229357798165,0.3724770642201835,0.2,0.1,1090.0,0.1603646846323446,Four-seam Fastball
427980,Chad Green,FC,0.12219298245614037,0.4298245614035088,0.2719298245614035,0.14912280701754385,0.14912280701754385,114.0,0.1565383301837312,Cutter
427981,Chad Green,SL,0.08729372937293702,0.46204620462046203,0.25412541254125415,0.11221122112211221,0.1716171617161716,303.0,0.20810453817692648,Slider
429505,Vidal Nuno,SL,0.11874213836477965,0.4088050314465409,0.2389937106918239,0.18867924528301888,0.16352201257861634,159.0,0.20810453817692648,Slider
429506,Vidal Nuno,FF,0.17800000000000007,0.32941176470588235,0.32941176470588235,0.18823529411764706,0.15294117647058825,85.0,0.1603646846323446,Four-seam Fastball
429511,Vidal Nuno,CH,-0.20368421052631575,0.42105263157894735,0.10526315789473684,0.15789473684210525,0.3157894736842105,19.0,0.12765397399004674,Changeup
429514,Vidal Nuno,FT,0.20117647058823532,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.11764705882352941,17.0,0.09296613721316117,Two-seam Fastball
429537,Vidal Nuno,CU,-0.06916666666666665,0.4166666666666667,0.25,0.041666666666666664,0.2916666666666667,24.0,0.17778582610313318,Curveball
429809,Tanner Scott,FF,0.0956716417910448,0.3880597014925373,0.2537313432835821,0.16417910447761194,0.19402985074626866,67.0,0.1603646846323446,Four-seam Fastball
429812,Tanner Scott,SL,0.2625000000000001,0.425,0.325,0.125,0.125,40.0,0.20810453817692648,Slider
429916,Jeff Samardzija,FC,0.10961661341853006,0.402555910543131,0.2364217252396166,0.18849840255591055,0.17252396166134185,313.0,0.1565383301837312,Cutter
429917,Jeff Samardzija,FT,0.14749547920434164,0.3092224231464738,0.2766726943942134,0.21880650994575046,0.19529837251356238,1106.0,0.09296613721316117,Two-seam Fastball
429919,Jeff Samardzija,SL,0.21697014925373284,0.28955223880597014,0.32686567164179103,0.1791044776119403,0.2044776119402985,670.0,0.20810453817692648,Slider
429920,Jeff Samardzija,FS,0.1482758620689651,0.3160919540229885,0.28160919540229884,0.16954022988505746,0.23275862068965517,348.0,0.16232061961128993,Sinking Fastball
429921,Jeff Samardzija,FF,0.19617052023121506,0.3352601156069364,0.2875722543352601,0.21820809248554912,0.15895953757225434,692.0,0.1603646846323446,Four-seam Fastball
430040,Jeff Samardzija,KC,0.17540983606557523,0.41598360655737704,0.32786885245901637,0.12295081967213115,0.13319672131147542,488.0,0.20281804454510868,Knuckle-curve
433537,Kendall Graveman,SI,0.10968062455642517,0.36266855926188785,0.298083747338538,0.1334279630943932,0.20581973030518097,1409.0,0.11394481591195386,Sinker
433551,Kendall Graveman,FC,0.04631736526946114,0.4251497005988024,0.20359281437125748,0.18862275449101795,0.18263473053892215,334.0,0.1565383301837312,Cutter
433585,Kendall Graveman,FF,0.010571428571428563,0.45714285714285713,0.14285714285714285,0.2571428571428571,0.14285714285714285,35.0,0.1603646846323446,Four-seam Fastball
433600,Kendall Graveman,SL,0.08557575757575725,0.4484848484848485,0.2787878787878788,0.09696969696969697,0.17575757575757575,165.0,0.20810453817692648,Slider
433619,Kendall Graveman,CH,0.08597701149425284,0.42528735632183906,0.23371647509578544,0.1532567049808429,0.18773946360153257,261.0,0.12765397399004674,Changeup
435741,Sean Manaea,FF,0.12597981943706948,0.3271375464684015,0.26925119490175253,0.1975570897503983,0.2060541688794477,1883.0,0.1603646846323446,Four-seam Fastball
435745,Sean Manaea,CH,0.20976744186046653,0.3659730722154223,0.3353733170134639,0.13096695226438188,0.16768665850673195,817.0,0.12765397399004674,Changeup
435755,Sean Manaea,SL,0.21758377425044248,0.4091710758377425,0.31922398589065254,0.13932980599647266,0.13227513227513227,567.0,0.20810453817692648,Slider
439010,Chris Stratton,FF,0.1464258064516138,0.352258064516129,0.2864516129032258,0.1832258064516129,0.17806451612903226,775.0,0.1603646846323446,Four-seam Fastball
439012,Chris Stratton,CU,0.18849829351535816,0.4061433447098976,0.3242320819112628,0.12627986348122866,0.14334470989761092,293.0,0.17778582610313318,Curveball
439015,Chris Stratton,SL,0.21912371134020583,0.3917525773195876,0.34536082474226804,0.12886597938144329,0.13402061855670103,194.0,0.20810453817692648,Slider
439027,Chris Stratton,CH,0.14467741935483855,0.4032258064516129,0.2661290322580645,0.16129032258064516,0.1693548387096774,124.0,0.12765397399004674,Changeup
439043,Chris Stratton,FC,0.13074468085106344,0.3351063829787234,0.26595744680851063,0.2074468085106383,0.19148936170212766,188.0,0.1565383301837312,Cutter
439067,Chris Stratton,FT,0.0093421052631579,0.40789473684210525,0.18421052631578946,0.18421052631578946,0.2236842105263158,76.0,0.09296613721316117,Two-seam Fastball
440660,Zach Neal,FF,-0.15416666666666665,0.4583333333333333,0.20833333333333334,0.0,0.3333333333333333,24.0,0.1603646846323446,Four-seam Fastball
440664,Zach Neal,FT,0.1564748201438847,0.2949640287769784,0.2517985611510791,0.2446043165467626,0.20863309352517986,139.0,0.09296613721316117,Two-seam Fastball
440667,Zach Neal,FC,0.18384615384615394,0.3269230769230769,0.3269230769230769,0.15384615384615385,0.19230769230769232,52.0,0.1565383301837312,Cutter
440684,Zach Neal,CH,-0.06944444444444445,0.3055555555555556,0.16666666666666666,0.19444444444444445,0.3333333333333333,36.0,0.12765397399004674,Changeup
440686,Zach Neal,CU,0.13333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.08333333333333333,12.0,0.17778582610313318,Curveball
440923,Andrew Suarez,FF,0.3434285714285715,0.2571428571428571,0.4,0.2571428571428571,0.08571428571428572,35.0,0.1603646846323446,Four-seam Fastball
440924,Andrew Suarez,CU,0.2237500000000001,0.5,0.3125,0.125,0.0625,16.0,0.17778582610313318,Curveball
440937,Andrew Suarez,SL,0.18,0.0,0.2608695652173913,0.34782608695652173,0.391304347826087,23.0,0.20810453817692648,Slider
441015,Marcus Stroman,FT,0.08666486486486596,0.3572972972972973,0.2789189189189189,0.1437837837837838,0.22,1850.0,0.09296613721316117,Two-seam Fastball
441017,Marcus Stroman,FC,0.12559999999999996,0.44,0.29333333333333333,0.1,0.16666666666666666,150.0,0.1565383301837312,Cutter
441019,Marcus Stroman,SL,0.24955321944809555,0.36268068331143233,0.3416557161629435,0.14323258869908015,0.15243101182654403,761.0,0.20810453817692648,Slider
441028,Marcus Stroman,CU,0.18336283185840682,0.3938053097345133,0.3407079646017699,0.11946902654867257,0.14601769911504425,226.0,0.17778582610313318,Curveball
441041,Marcus Stroman,FF,0.10422976501305478,0.4073107049608355,0.2689295039164491,0.14882506527415143,0.17493472584856398,383.0,0.1603646846323446,Four-seam Fastball
441094,Marcus Stroman,CH,0.1015981735159814,0.4657534246575342,0.2602739726027397,0.1187214611872146,0.1552511415525114,219.0,0.12765397399004674,Changeup
444604,Chad Kuhl,SI,0.10550813008130229,0.3597560975609756,0.258130081300813,0.18292682926829268,0.1991869918699187,984.0,0.11394481591195386,Sinker
444609,Chad Kuhl,FF,0.09076000000000084,0.408,0.245,0.176,0.171,1000.0,0.1603646846323446,Four-seam Fastball
444610,Chad Kuhl,SL,0.3065306122448991,0.3092621664050236,0.39717425431711145,0.13186813186813187,0.16169544740973313,637.0,0.20810453817692648,Slider
444616,Chad Kuhl,CH,0.03521452145214516,0.46534653465346537,0.20462046204620463,0.15841584158415842,0.1716171617161716,303.0,0.12765397399004674,Changeup
444779,Chad Kuhl,KC,0.1254185022026428,0.5154185022026432,0.2775330396475771,0.11013215859030837,0.09691629955947137,227.0,0.20281804454510868,Knuckle-curve
447759,Roberto Osuna,FF,0.282500000000001,0.2734375,0.3489583333333333,0.22395833333333334,0.15364583333333334,384.0,0.1603646846323446,Four-seam Fastball
447760,Roberto Osuna,FT,0.08866279069767455,0.313953488372093,0.22674418604651161,0.23255813953488372,0.22674418604651161,172.0,0.09296613721316117,Two-seam Fastball
447761,Roberto Osuna,SL,0.2884758364312276,0.3345724907063197,0.35687732342007433,0.137546468401487,0.17100371747211895,269.0,0.20810453817692648,Slider
447762,Roberto Osuna,FC,0.2741666666666676,0.32608695652173914,0.3442028985507246,0.18115942028985507,0.14855072463768115,276.0,0.1565383301837312,Cutter
447834,Roberto Osuna,CH,-0.012244897959183659,0.5918367346938775,0.1836734693877551,0.061224489795918366,0.16326530612244897,49.0,0.12765397399004674,Changeup
448909,Wade LeBlanc,FF,0.15270557029177698,0.32891246684350134,0.3183023872679045,0.15915119363395225,0.19363395225464192,377.0,0.1603646846323446,Four-seam Fastball
448910,Wade LeBlanc,SL,0.09713567839195952,0.3768844221105528,0.27638190954773867,0.15577889447236182,0.19095477386934673,199.0,0.20810453817692648,Slider
448920,Wade LeBlanc,CH,0.12372549019607822,0.3865546218487395,0.26330532212885155,0.1400560224089636,0.21008403361344538,357.0,0.12765397399004674,Changeup
448934,Wade LeBlanc,FC,0.12348958333333289,0.3229166666666667,0.2760416666666667,0.18229166666666666,0.21875,192.0,0.1565383301837312,Cutter
448945,Wade LeBlanc,CU,0.04000000000000003,0.43333333333333335,0.2,0.18333333333333332,0.18333333333333332,60.0,0.17778582610313318,Curveball
448997,Wade LeBlanc,FT,0.112409638554217,0.3493975903614458,0.27710843373493976,0.1927710843373494,0.18072289156626506,83.0,0.09296613721316117,Two-seam Fastball
450178,Aaron Loup,CH,0.13547770700636919,0.47770700636942676,0.267515923566879,0.11464968152866242,0.14012738853503184,157.0,0.12765397399004674,Changeup
450179,Aaron Loup,SI,0.2180521472392649,0.3006134969325153,0.32975460122699385,0.19785276073619631,0.17177914110429449,652.0,0.11394481591195386,Sinker
450180,Aaron Loup,CU,0.12209677419354838,0.4032258064516129,0.27419354838709675,0.1532258064516129,0.1693548387096774,124.0,0.17778582610313318,Curveball
450398,Aaron Loup,FC,0.06539682539682548,0.46825396825396826,0.24603174603174602,0.09523809523809523,0.19047619047619047,126.0,0.1565383301837312,Cutter
451185,Aaron Loup,FT,0.2374999999999998,0.26851851851851855,0.37037037037037035,0.16666666666666666,0.19444444444444445,108.0,0.09296613721316117,Two-seam Fastball
451351,Ryan Tepera,FF,0.17382151029748316,0.38672768878718533,0.2654462242562929,0.2128146453089245,0.13501144164759726,437.0,0.1603646846323446,Four-seam Fastball
451353,Ryan Tepera,FC,0.22750000000000092,0.375,0.3158783783783784,0.15371621621621623,0.1554054054054054,592.0,0.1565383301837312,Cutter
451363,Ryan Tepera,SI,0.13242494226327925,0.36027713625866054,0.2586605080831409,0.20554272517321015,0.17551963048498845,433.0,0.11394481591195386,Sinker
451384,Ryan Tepera,SL,0.12727272727272726,0.5,0.13636363636363635,0.3181818181818182,0.045454545454545456,22.0,0.20810453817692648,Slider
452840,Nick Kingham,FF,0.2252380952380953,0.30952380952380953,0.2857142857142857,0.2857142857142857,0.11904761904761904,42.0,0.1603646846323446,Four-seam Fastball
452841,Nick Kingham,FT,0.25230769230769234,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.15384615384615385,13.0,0.09296613721316117,Two-seam Fastball
452843,Nick Kingham,SL,0.5862499999999999,0.125,0.5625,0.15625,0.15625,32.0,0.20810453817692648,Slider
452938,Danny Barnes,FF,0.24184633027523045,0.3394495412844037,0.3073394495412844,0.22706422018348624,0.12614678899082568,872.0,0.1603646846323446,Four-seam Fastball
452945,Danny Barnes,CH,0.017513966480446903,0.41620111731843573,0.22625698324022347,0.11731843575418995,0.24022346368715083,358.0,0.12765397399004674,Changeup
452972,Danny Barnes,FT,-0.020869565217391303,0.2608695652173913,0.13043478260869565,0.30434782608695654,0.30434782608695654,23.0,0.09296613721316117,Two-seam Fastball
452979,Danny Barnes,SL,0.0036986301369864158,0.4794520547945205,0.2054794520547945,0.1232876712328767,0.1917808219178082,73.0,0.20810453817692648,Slider
454264,TJ House,SI,0.09909090909090908,0.36363636363636365,0.22727272727272727,0.22727272727272727,0.18181818181818182,22.0,0.11394481591195386,Sinker
454268,TJ House,SL,0.1825000000000001,0.5,0.3333333333333333,0.08333333333333333,0.08333333333333333,12.0,0.20810453817692648,Slider
454304,Clay Holmes,FT,0.2954166666666668,0.3333333333333333,0.4583333333333333,0.08333333333333333,0.125,24.0,0.09296613721316117,Two-seam Fastball
454334,Matt Dermody,FT,-0.008091603053435,0.3435114503816794,0.22900763358778625,0.13740458015267176,0.2900763358778626,131.0,0.09296613721316117,Two-seam Fastball
454337,Matt Dermody,SL,0.24349650349650334,0.40559440559440557,0.3356643356643357,0.1258741258741259,0.13286713286713286,143.0,0.20810453817692648,Slider
454341,Matt Dermody,FF,-0.08935483870967734,0.45161290322580644,0.14516129032258066,0.16129032258064516,0.24193548387096775,62.0,0.1603646846323446,Four-seam Fastball
454675,JC Ramirez,FF,0.1084684684684678,0.3963963963963964,0.26576576576576577,0.16666666666666666,0.17117117117117117,222.0,0.1603646846323446,Four-seam Fastball
454677,JC Ramirez,SL,0.1727373612823686,0.3785450061652281,0.30579531442663377,0.1405672009864365,0.17509247842170161,811.0,0.20810453817692648,Slider
454706,JC Ramirez,FT,0.04214351425942952,0.33394664213431463,0.2281508739650414,0.18859245630174792,0.24931002759889603,1087.0,0.09296613721316117,Two-seam Fastball
454707,JC Ramirez,CU,0.19077283372365417,0.4028103044496487,0.34894613583138173,0.11475409836065574,0.13348946135831383,427.0,0.17778582610313318,Curveball
457222,Tyrell Jenkins,FF,0.0710588235294118,0.4470588235294118,0.24705882352941178,0.1411764705882353,0.16470588235294117,85.0,0.1603646846323446,Four-seam Fastball
457237,Tyrell Jenkins,SL,-0.06631578947368422,0.42105263157894735,0.21052631578947367,0.10526315789473684,0.2631578947368421,19.0,0.20810453817692648,Slider
457336,Walker Lockett,FF,-0.13999999999999993,0.38235294117647056,0.17647058823529413,0.08823529411764706,0.35294117647058826,34.0,0.1603646846323446,Four-seam Fastball
457342,Walker Lockett,SL,0.3357142857142858,0.35714285714285715,0.42857142857142855,0.07142857142857142,0.14285714285714285,14.0,0.20810453817692648,Slider
457357,Walker Lockett,FT,0.40833333333333344,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.16666666666666666,12.0,0.09296613721316117,Two-seam Fastball
457415,Miguel Diaz,FF,0.11572864321608,0.36683417085427134,0.2613065326633166,0.19597989949748743,0.17587939698492464,199.0,0.1603646846323446,Four-seam Fastball
457416,Miguel Diaz,CH,0.09423728813559326,0.3728813559322034,0.2627118644067797,0.1440677966101695,0.22033898305084745,118.0,0.12765397399004674,Changeup
457450,Miguel Diaz,FT,0.09242774566473969,0.40173410404624277,0.24566473988439305,0.1791907514450867,0.17341040462427745,346.0,0.09296613721316117,Two-seam Fastball
457474,Miguel Diaz,CU,0.08538461538461531,0.5064102564102564,0.26282051282051283,0.10897435897435898,0.12179487179487179,156.0,0.17778582610313318,Curveball
458239,Mike Morin,SL,0.2728971962616818,0.2803738317757009,0.42990654205607476,0.09345794392523364,0.19626168224299065,107.0,0.20810453817692648,Slider
458240,Mike Morin,FF,0.08564285714285721,0.35,0.2357142857142857,0.20714285714285716,0.20714285714285716,140.0,0.1603646846323446,Four-seam Fastball
458246,Mike Morin,CH,0.1984962406015035,0.3233082706766917,0.3082706766917293,0.14285714285714285,0.22556390977443608,133.0,0.12765397399004674,Changeup
458274,Mike Morin,FT,0.08600000000000003,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.3333333333333333,15.0,0.09296613721316117,Two-seam Fastball
458640,Kevin Quackenbush,FF,0.11549905838041416,0.3672316384180791,0.263653483992467,0.19397363465160075,0.1751412429378531,531.0,0.1603646846323446,Four-seam Fastball
458646,Kevin Quackenbush,CU,0.13068421052631532,0.43157894736842106,0.30526315789473685,0.10526315789473684,0.15789473684210525,190.0,0.17778582610313318,Curveball
458654,Kevin Quackenbush,SL,0.14522522522522535,0.3963963963963964,0.2972972972972973,0.12612612612612611,0.18018018018018017,111.0,0.20810453817692648,Slider
459482,Chris O'Grady,FC,0.1445652173913041,0.3442028985507246,0.2572463768115942,0.21739130434782608,0.18115942028985507,276.0,0.1565383301837312,Cutter
459483,Chris O'Grady,FF,0.1563120567375885,0.4219858156028369,0.3120567375886525,0.1276595744680851,0.13829787234042554,282.0,0.1603646846323446,Four-seam Fastball
459484,Chris O'Grady,CH,0.03488636363636368,0.4090909090909091,0.2159090909090909,0.17045454545454544,0.20454545454545456,88.0,0.12765397399004674,Changeup
459505,Chris O'Grady,CU,0.0848000000000001,0.42,0.32,0.06,0.2,50.0,0.17778582610313318,Curveball
460181,Phil Maton,FC,0.07166666666666661,0.4523809523809524,0.21428571428571427,0.18452380952380953,0.1488095238095238,168.0,0.1565383301837312,Cutter
460182,Phil Maton,FF,0.18817555938038033,0.3373493975903614,0.2874354561101549,0.2134251290877797,0.16179001721170397,581.0,0.1603646846323446,Four-seam Fastball
460187,Phil Maton,SL,0.3397975708502029,0.3360323886639676,0.4291497975708502,0.10121457489878542,0.13360323886639677,247.0,0.20810453817692648,Slider
461189,Michael Wacha,FF,0.1937499999999997,0.3220338983050847,0.307909604519774,0.20127118644067796,0.1687853107344633,1416.0,0.1603646846323446,Four-seam Fastball
461191,Michael Wacha,FT,0.1425691699604741,0.308300395256917,0.2845849802371542,0.17786561264822134,0.22924901185770752,253.0,0.09296613721316117,Two-seam Fastball
461198,Michael Wacha,CH,0.15585924713584354,0.37479541734860883,0.2618657937806874,0.18330605564648117,0.18003273322422259,611.0,0.12765397399004674,Changeup
461207,Michael Wacha,CU,0.14124010554089717,0.46701846965699206,0.32717678100263853,0.08179419525065963,0.12401055408970976,379.0,0.17778582610313318,Curveball
461236,Michael Wacha,FC,0.06737945492662432,0.3710691823899371,0.23689727463312368,0.16981132075471697,0.2222222222222222,477.0,0.1565383301837312,Cutter
464325,Miguel Socolovich,CH,0.2000680272108838,0.272108843537415,0.3129251700680272,0.19047619047619047,0.22448979591836735,147.0,0.12765397399004674,Changeup
464326,Miguel Socolovich,FF,0.06243902439024394,0.3597560975609756,0.2682926829268293,0.14634146341463414,0.22560975609756098,164.0,0.1603646846323446,Four-seam Fastball
464338,Miguel Socolovich,SL,0.29101449275362307,0.391304347826087,0.391304347826087,0.13043478260869565,0.08695652173913043,69.0,0.20810453817692648,Slider
464707,Jerad Eickhoff,FF,0.056243718592964516,0.3907035175879397,0.23241206030150754,0.17462311557788945,0.2022613065326633,796.0,0.1603646846323446,Four-seam Fastball
464710,Jerad Eickhoff,CU,0.20115107913669172,0.3971223021582734,0.34532374100719426,0.11366906474820145,0.14388489208633093,695.0,0.17778582610313318,Curveball
464715,Jerad Eickhoff,FT,0.05360153256704986,0.3065134099616858,0.2222222222222222,0.20689655172413793,0.26436781609195403,261.0,0.09296613721316117,Two-seam Fastball
464723,Jerad Eickhoff,SL,0.17464088397790048,0.35911602209944754,0.30662983425414364,0.14917127071823205,0.1850828729281768,362.0,0.20810453817692648,Slider
464738,Jerad Eickhoff,CH,0.09785714285714288,0.42857142857142855,0.35714285714285715,0.0,0.21428571428571427,14.0,0.12765397399004674,Changeup
466835,Blake Snell,FF,0.12559501557632516,0.4062305295950156,0.26978193146417445,0.17757009345794392,0.14641744548286603,1605.0,0.1603646846323446,Four-seam Fastball
466837,Blake Snell,SL,0.23589285714285743,0.41836734693877553,0.32653061224489793,0.11479591836734694,0.14030612244897958,392.0,0.20810453817692648,Slider
466847,Blake Snell,CH,0.1204472271914133,0.3434704830053667,0.2880143112701252,0.13774597495527727,0.23076923076923078,559.0,0.12765397399004674,Changeup
466855,Blake Snell,CU,0.25405144694533793,0.43086816720257237,0.3665594855305466,0.09646302250803858,0.10610932475884244,311.0,0.17778582610313318,Curveball
469702,Ryan Garton,CU,-0.010000000000000004,0.55,0.15,0.15,0.15,40.0,0.17778582610313318,Curveball
469705,Ryan Garton,FC,0.2185087719298244,0.2807017543859649,0.30701754385964913,0.21052631578947367,0.20175438596491227,114.0,0.1565383301837312,Cutter
469706,Ryan Garton,FF,0.10063157894736824,0.38421052631578945,0.26842105263157895,0.14736842105263157,0.2,190.0,0.1603646846323446,Four-seam Fastball
470053,Drew Anderson,FF,0.065,0.25,0.21428571428571427,0.25,0.2857142857142857,28.0,0.1603646846323446,Four-seam Fastball
470065,Drew Anderson,SL,0.12333333333333331,0.4,0.26666666666666666,0.2,0.13333333333333333,15.0,0.20810453817692648,Slider
470110,Carlos Carrasco,FT,0.07661807580174884,0.3236151603498542,0.23615160349854228,0.2099125364431487,0.2303206997084548,343.0,0.09296613721316117,Two-seam Fastball
470111,Carlos Carrasco,CH,0.18159722222222302,0.3802083333333333,0.2760416666666667,0.1753472222222222,0.1684027777777778,576.0,0.12765397399004674,Changeup
470115,Carlos Carrasco,FF,0.1275724137931048,0.34,0.27241379310344827,0.19655172413793104,0.1910344827586207,1450.0,0.1603646846323446,Four-seam Fastball
470117,Carlos Carrasco,SL,0.37798922800718243,0.31597845601436264,0.44344703770197486,0.10053859964093358,0.1400359066427289,557.0,0.20810453817692648,Slider
470179,Carlos Carrasco,CU,0.28790858725761903,0.3573407202216066,0.39473684210526316,0.11357340720221606,0.13434903047091412,722.0,0.17778582610313318,Curveball
473758,Chi Chi Gonzalez,FF,0.04400000000000001,0.35,0.25,0.15,0.25,20.0,0.1603646846323446,Four-seam Fastball
473792,Zach McAllister,FT,0.14596802841918383,0.30728241563055064,0.2699822380106572,0.216696269982238,0.20603907637655416,563.0,0.09296613721316117,Two-seam Fastball
473798,Zach McAllister,CU,0.15558558558558513,0.45045045045045046,0.32432432432432434,0.09009009009009009,0.13513513513513514,222.0,0.17778582610313318,Curveball
473821,Zach McAllister,FF,0.29248571428571574,0.2857142857142857,0.3485714285714286,0.22857142857142856,0.13714285714285715,350.0,0.1603646846323446,Four-seam Fastball
474932,Allen Webster,FF,0.08275862068965532,0.3333333333333333,0.21839080459770116,0.21839080459770116,0.22988505747126436,87.0,0.1603646846323446,Four-seam Fastball
474933,Allen Webster,CU,0.07272727272727272,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.18181818181818182,11.0,0.17778582610313318,Curveball
474943,Allen Webster,CH,-0.20166666666666666,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,12.0,0.12765397399004674,Changeup
474954,Allen Webster,FT,0.07136363636363638,0.45454545454545453,0.22727272727272727,0.13636363636363635,0.18181818181818182,22.0,0.09296613721316117,Two-seam Fastball
475072,Dan Otero,SI,0.13816643159379485,0.2609308885754584,0.26657263751763044,0.231311706629055,0.24118476727785615,709.0,0.11394481591195386,Sinker
475074,Dan Otero,CH,-0.08221153846153831,0.4326923076923077,0.125,0.17307692307692307,0.2692307692307692,104.0,0.12765397399004674,Changeup
475077,Dan Otero,FF,0.14240310077519366,0.35658914728682173,0.26356589147286824,0.21705426356589147,0.16279069767441862,129.0,0.1603646846323446,Four-seam Fastball
475093,Dan Otero,SL,0.14550561797752817,0.3707865168539326,0.24719101123595505,0.21348314606741572,0.16853932584269662,89.0,0.20810453817692648,Slider
476105,R.J. Alvarez,FF,-0.012500000000000004,0.4444444444444444,0.16666666666666666,0.2222222222222222,0.16666666666666666,36.0,0.1603646846323446,Four-seam Fastball
476107,R.J. Alvarez,SL,0.34153846153846157,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.23076923076923078,13.0,0.20810453817692648,Slider
476159,Lance Lynn,FF,0.22110085227272622,0.3721590909090909,0.3132102272727273,0.19176136363636365,0.12286931818181818,1408.0,0.1603646846323446,Four-seam Fastball
476162,Lance Lynn,CH,-0.01749999999999994,0.5652173913043478,0.21739130434782608,0.07608695652173914,0.14130434782608695,184.0,0.12765397399004674,Changeup
476164,Lance Lynn,FT,0.07536959553696117,0.38633193863319387,0.23361227336122734,0.17154811715481172,0.20850767085076707,1434.0,0.09296613721316117,Two-seam Fastball
476186,Lance Lynn,FC,0.08599489795918379,0.42857142857142855,0.2423469387755102,0.15306122448979592,0.1760204081632653,392.0,0.1565383301837312,Cutter
476221,Lance Lynn,CU,-0.07404040404040411,0.5757575757575758,0.1717171717171717,0.08080808080808081,0.1717171717171717,198.0,0.17778582610313318,Curveball
479775,Tanner Roark,FF,0.12663576158940515,0.4052980132450331,0.23576158940397351,0.2251655629139073,0.1337748344370861,755.0,0.1603646846323446,Four-seam Fastball
479777,Tanner Roark,FT,0.11717266187050471,0.3669064748201439,0.26906474820143883,0.18705035971223022,0.17697841726618704,1390.0,0.09296613721316117,Two-seam Fastball
479782,Tanner Roark,SL,0.17239234449760832,0.38118022328548645,0.28708133971291866,0.16108452950558214,0.17065390749601275,627.0,0.20810453817692648,Slider
479787,Tanner Roark,CH,0.16586206896551783,0.33405172413793105,0.28663793103448276,0.17025862068965517,0.20905172413793102,464.0,0.12765397399004674,Changeup
479796,Tanner Roark,CU,0.22304498269896295,0.35986159169550175,0.3460207612456747,0.13494809688581316,0.15916955017301038,578.0,0.17778582610313318,Curveball
483589,Trevor Rosenthal,FF,0.2896625766871177,0.3343558282208589,0.3343558282208589,0.22085889570552147,0.11042944785276074,652.0,0.1603646846323446,Four-seam Fastball
483599,Trevor Rosenthal,SL,0.24904347826086926,0.40869565217391307,0.3826086956521739,0.09565217391304348,0.11304347826086956,115.0,0.20810453817692648,Slider
483615,Trevor Rosenthal,CH,0.266363636363636,0.33636363636363636,0.33636363636363636,0.15454545454545454,0.17272727272727273,110.0,0.12765397399004674,Changeup
484468,Matt Grace,SI,0.08146189735614275,0.3405909797822706,0.24727838258164853,0.18662519440124417,0.2255054432348367,643.0,0.11394481591195386,Sinker
484471,Matt Grace,CH,-0.05177777777777775,0.6222222222222222,0.2,0.044444444444444446,0.13333333333333333,45.0,0.12765397399004674,Changeup
484474,Matt Grace,SL,0.21977973568281906,0.33480176211453744,0.34801762114537443,0.13656387665198239,0.18061674008810572,227.0,0.20810453817692648,Slider
